country,year,suicide rate
Albania,1987,2.694124594
Albania,1988,2.279057989
Albania,1989,2.425885627
Albania,1992,1.665190434
Albania,1993,2.600363338
Albania,1994,1.754816973
Albania,1995,3.030929255
Albania,1996,3.027004966
Albania,1997,5.70987136
Albania,1998,5.111693829
Albania,1999,4.587912995
Albania,2000,1.93112327
Albania,2001,4.250988355
Albania,2002,4.718254572
Albania,2003,4.36016511
Albania,2004,5.078276767
Albania,2005,0
Albania,2006,0
Albania,2007,4.475978434
Albania,2008,5.803285312
Albania,2009,0
Albania,2010,3.508739869
Antigua and Barbuda,1985,0
Antigua and Barbuda,1986,0
Antigua and Barbuda,1987,0
Antigua and Barbuda,1988,0
Antigua and Barbuda,1989,0
Antigua and Barbuda,1990,1.685374322
Antigua and Barbuda,1991,0
Antigua and Barbuda,1992,0
Antigua and Barbuda,1993,1.579404564
Antigua and Barbuda,1994,0
Antigua and Barbuda,1995,0
Antigua and Barbuda,1998,0
Antigua and Barbuda,1999,0
Antigua and Barbuda,2000,2.65512572
Antigua and Barbuda,2001,2.614481614
Antigua and Barbuda,2002,0
Antigua and Barbuda,2003,1.271326502
Antigua and Barbuda,2004,2.508717794
Antigua and Barbuda,2005,0
Antigua and Barbuda,2006,0
Antigua and Barbuda,2007,1.202920691
Antigua and Barbuda,2008,0
Antigua and Barbuda,2009,0
Antigua and Barbuda,2012,0
Antigua and Barbuda,2013,0
Antigua and Barbuda,2014,0
Antigua and Barbuda,2015,1.088269543
Argentina,1985,7.338284584
Argentina,1986,8.383374198
Argentina,1987,8.282788756
Argentina,1988,8.315670482
Argentina,1989,7.828722737
Argentina,1990,7.356201725
Argentina,1991,6.58609864
Argentina,1992,7.268999581
Argentina,1993,7.316873103
Argentina,1994,7.249799425
Argentina,1995,7.031334741
Argentina,1996,7.013690699
Argentina,1997,6.754545656
Argentina,1998,7.164824139
Argentina,1999,7.303722921
Argentina,2000,8.25950864
Argentina,2001,9.208800014
Argentina,2002,9.189854993
Argentina,2003,9.45497842
Argentina,2004,8.875820839
Argentina,2005,8.601819766
Argentina,2006,8.652829601
Argentina,2007,8.112240363
Argentina,2008,8.327543889
Argentina,2009,7.761450892
Argentina,2010,7.831615425
Argentina,2011,7.65998525
Argentina,2012,8.449140932
Argentina,2013,7.686740244
Argentina,2014,8.226281557
Argentina,2015,7.740627468
Armenia,1990,3.116935349
Armenia,1991,2.476166894
Armenia,1992,2.508538097
Armenia,1993,3.1485772
Armenia,1994,3.291697281
Armenia,1995,3.775557621
Armenia,1996,2.495482316
Armenia,1997,2.183344203
Armenia,1998,1.854974705
Armenia,1999,1.871142514
Armenia,2000,1.691390545
Armenia,2001,1.661812328
Armenia,2002,2.454521693
Armenia,2003,1.95082209
Armenia,2006,2.821592854
Armenia,2007,2.595681006
Armenia,2008,2.068699881
Armenia,2009,1.970483642
Armenia,2010,2.727722819
Armenia,2011,2.509019363
Armenia,2012,2.80709235
Armenia,2013,2.383778353
Armenia,2014,2.069190151
Armenia,2015,2.64726768
Armenia,2016,2.791628282
Aruba,1995,10.87237194
Aruba,1999,10.9844509
Aruba,2000,11.92065611
Aruba,2001,4.648730316
Aruba,2002,10.19437271
Aruba,2003,2.21099528
Aruba,2004,8.664103536
Aruba,2005,10.66917037
Aruba,2006,9.523003344
Aruba,2007,8.43757251
Aruba,2008,4.218786255
Aruba,2009,4.219631837
Aruba,2010,7.367955708
Aruba,2011,9.425268097
Australia,1985,12.77939914
Australia,1986,13.80167187
Australia,1987,14.38208221
Australia,1988,14.18486034
Australia,1989,13.26859594
Australia,1990,13.9305371
Australia,1991,14.2891938
Australia,1992,13.89206036
Australia,1993,12.44960293
Australia,1994,13.79506206
Australia,1995,12.94262896
Australia,1996,14.25792384
Australia,1997,15.36469372
Australia,1998,15.10756968
Australia,1999,14.10294766
Australia,2000,13.3766653
Australia,2001,13.556979
Australia,2002,12.62380337
Australia,2003,11.58639639
Australia,2004,11.21214714
Australia,2006,11.07840676
Australia,2007,11.2949804
Australia,2008,11.63500844
Australia,2009,11.38372017
Australia,2010,11.60808032
Australia,2011,11.45489086
Australia,2012,12.14751662
Australia,2013,12.07397346
Australia,2014,13.18430523
Australia,2015,13.61013112
Austria,1985,29.40880703
Austria,1986,30.04572597
Austria,1987,29.0182084
Austria,1988,25.90836752
Austria,1989,26.44313625
Austria,1990,25.23732419
Austria,1991,24.23377967
Austria,1992,23.8496574
Austria,1993,22.92304006
Austria,1994,23.79882914
Austria,1995,23.91323828
Austria,1996,23.73992254
Austria,1997,21.1910967
Austria,1998,20.69418024
Austria,1999,20.56440633
Austria,2000,20.91655336
Austria,2001,19.50341604
Austria,2002,20.21303208
Austria,2003,18.85513828
Austria,2004,18.29384783
Austria,2005,17.87297311
Austria,2006,16.48183586
Austria,2007,16.27144158
Austria,2008,15.98686125
Austria,2009,16.08175471
Austria,2010,15.86261569
Austria,2011,16.10977461
Austria,2012,15.88788631
Austria,2013,15.97848412
Austria,2014,16.14019615
Austria,2015,15.22011498
Austria,2016,16.04621953
Azerbaijan,1990,1.851611227
Azerbaijan,1991,2.130162465
Azerbaijan,1992,2.260454603
Azerbaijan,1993,1.847080371
Azerbaijan,1994,0.720726247
Azerbaijan,1995,0.741761153
Azerbaijan,1996,1.034777523
Azerbaijan,1997,1.594349744
Azerbaijan,1998,0.794957697
Azerbaijan,1999,0.759878419
Azerbaijan,2000,0.836114763
Azerbaijan,2001,4.216546954
Azerbaijan,2002,1.209619101
Azerbaijan,2003,1.680913166
Azerbaijan,2004,1.395664394
Azerbaijan,2007,0.694348007
Bahamas,1985,0.490918017
Bahamas,1987,1.358080579
Bahamas,1993,2.874743326
Bahamas,1994,1.203369434
Bahamas,1995,0.785854617
Bahamas,1996,1.18841062
Bahamas,1997,0.7813843
Bahamas,1998,1.153291687
Bahamas,1999,2.265938042
Bahamas,2000,4.078031275
Bahamas,2001,0.362135149
Bahamas,2002,1.061740192
Bahamas,2003,0.346154911
Bahamas,2004,0.677421868
Bahamas,2005,1.325543556
Bahamas,2006,0.648300319
Bahamas,2007,1.587357019
Bahamas,2008,1.2443731
Bahamas,2009,1.830311794
Bahamas,2010,2.995186735
Bahamas,2011,1.182092481
Bahamas,2012,1.455358338
Bahamas,2013,1.432833084
Bahrain,1985,3.00628587
Bahrain,1987,2.473206925
Bahrain,1988,3.592507057
Bahrain,1997,0
Bahrain,1998,0
Bahrain,1999,3.00479707
Bahrain,2000,4.910310636
Bahrain,2001,3.685407229
Bahrain,2002,3.782091042
Bahrain,2003,4.837013969
Bahrain,2004,5.588383613
Bahrain,2005,5.124826122
Bahrain,2006,3.151226221
Bahrain,2007,4.146065902
Bahrain,2008,4.19876771
Bahrain,2009,3.293922165
Bahrain,2010,1.667895642
Bahrain,2011,1.631229712
Bahrain,2012,1.580990832
Bahrain,2013,0.411694766
Bahrain,2014,0.741371669
Barbados,1985,3.03030303
Barbados,1986,3.454231434
Barbados,1987,2.567394095
Barbados,1988,5.110732538
Barbados,1989,6.779661017
Barbados,1990,6.751054852
Barbados,1991,7.172995781
Barbados,1992,5.833333333
Barbados,1993,6.677796327
Barbados,1994,5.82605077
Barbados,1995,7.048092869
Barbados,2000,3.981953785
Barbados,2001,0.792374191
Barbados,2002,0
Barbados,2003,0
Barbados,2004,1.176816711
Barbados,2005,0.390794446
Barbados,2006,3.503540522
Barbados,2007,0
Barbados,2008,0.385484207
Barbados,2009,1.917780897
Barbados,2010,1.145357294
Barbados,2011,0
Barbados,2012,0
Barbados,2013,0
Belarus,1990,22.16010543
Belarus,1991,22.88892172
Belarus,1992,25.32677178
Belarus,1993,29.92397133
Belarus,1994,32.6603756
Belarus,1995,33.11073437
Belarus,1996,37.4504378
Belarus,1997,36.38014465
Belarus,1998,36.67945703
Belarus,1999,35.52158273
Belarus,2000,36.49612474
Belarus,2001,34.71876591
Belarus,2002,34.75465914
Belarus,2003,36.68520706
Belarus,2007,28.7631852
Belarus,2008,28.87327111
Belarus,2009,29.91286012
Belarus,2010,27.37943612
Belarus,2011,24.27542549
Belarus,2013,21.34622636
Belarus,2014,19.54647463
Belgium,1985,24.60731855
Belgium,1986,23.71030785
Belgium,1987,24.08704918
Belgium,1988,21.41791765
Belgium,1989,20.53651649
Belgium,1990,20.22476707
Belgium,1991,19.20907562
Belgium,1992,19.91917778
Belgium,1993,22.63576705
Belgium,1994,22.4377198
Belgium,1995,22.6196849
Belgium,1996,21.06189403
Belgium,1997,22.40967028
Belgium,1998,20.9853511
Belgium,1999,19.24695985
Belgium,2000,22.15210318
Belgium,2001,22.29647515
Belgium,2002,21.27360874
Belgium,2003,21.32776398
Belgium,2004,20.17664055
Belgium,2005,20.49285053
Belgium,2006,19.42244182
Belgium,2007,18.51396563
Belgium,2008,19.79041368
Belgium,2009,19.78696137
Belgium,2010,19.71370375
Belgium,2011,20.16392654
Belgium,2012,19.40122979
Belgium,2013,18.00278525
Belgium,2014,17.95091488
Belgium,2015,17.57282983
Belize,1986,2.04359673
Belize,1987,2.776447397
Belize,1989,0.653219064
Belize,1990,1.898734177
Belize,1991,1.233045623
Belize,1993,0.585480094
Belize,1994,4.68181233
Belize,1995,7.756232687
Belize,1996,4.421697268
Belize,1997,0.532907008
Belize,1998,6.150439756
Belize,1999,8.880162211
Belize,2000,8.5669819
Belize,2001,8.744517418
Belize,2002,6.24620766
Belize,2003,5.19728009
Belize,2004,8.410747253
Belize,2005,4.897559383
Belize,2006,4.350818349
Belize,2007,3.069049784
Belize,2008,4.097032631
Belize,2009,5.431063511
Belize,2010,5.285486758
Belize,2011,11.31446675
Belize,2012,6.021154322
Belize,2013,5.557589706
Belize,2014,7.67312488
Belize,2015,8.129191614
Bosnia and Herzegovina,2011,0.136116943
Bosnia and Herzegovina,2014,8.565558955
Brazil,1985,3.598944151
Brazil,1986,3.595832169
Brazil,1987,3.803864321
Brazil,1988,3.552867165
Brazil,1989,3.471252476
Brazil,1990,3.655597422
Brazil,1991,3.839684961
Brazil,1992,3.800535157
Brazil,1993,3.945121356
Brazil,1994,4.146609658
Brazil,1995,4.514323726
Brazil,1996,4.545543077
Brazil,1997,4.596064338
Brazil,1998,4.538292915
Brazil,1999,4.194760858
Brazil,2000,4.288087693
Brazil,2001,4.813371178
Brazil,2002,4.729007822
Brazil,2003,4.739508104
Brazil,2004,4.759124942
Brazil,2005,5.002816687
Brazil,2006,4.982230872
Brazil,2007,5.051536742
Brazil,2008,5.17491156
Brazil,2009,5.20466858
Brazil,2010,5.191331251
Brazil,2011,5.34802915
Brazil,2012,5.547137563
Brazil,2013,5.608164079
Brazil,2014,5.616382114
Brazil,2015,5.841839076
Bulgaria,1985,17.34882335
Bulgaria,1986,16.77888339
Bulgaria,1987,17.81407455
Bulgaria,1988,17.3067296
Bulgaria,1989,17.37433359
Bulgaria,1990,15.71538873
Bulgaria,1991,16.4138569
Bulgaria,1992,18.88951066
Bulgaria,1993,18.37270341
Bulgaria,1994,18.31029954
Bulgaria,1995,17.9486216
Bulgaria,1996,19.16290985
Bulgaria,1997,18.46506762
Bulgaria,1998,19.02652067
Bulgaria,1999,16.61454758
Bulgaria,2000,17.66487697
Bulgaria,2001,17.30786101
Bulgaria,2002,17.45663345
Bulgaria,2003,14.57327917
Bulgaria,2004,13.60176477
Bulgaria,2005,13.26300967
Bulgaria,2006,13.27714803
Bulgaria,2007,12.33508659
Bulgaria,2008,12.92051708
Bulgaria,2009,12.02246539
Bulgaria,2010,11.99261735
Bulgaria,2011,10.81268448
Bulgaria,2012,12.5293621
Bulgaria,2013,10.4181056
Bulgaria,2014,10.5173337
Cabo Verde,2011,9.288357044
Canada,1985,13.86388878
Canada,1986,15.6176194
Canada,1987,15.08943991
Canada,1988,14.57604877
Canada,1989,14.3259303
Canada,1990,13.67367756
Canada,1991,14.15101771
Canada,1992,14.01657191
Canada,1993,14.11409294
Canada,1994,13.75614769
Canada,1995,14.36718142
Canada,1996,14.2240477
Canada,1997,13.10659389
Canada,1998,13.03725546
Canada,1999,14.2042072
Canada,2000,12.43081138
Canada,2001,12.62385707
Canada,2002,12.31356171
Canada,2003,12.56724519
Canada,2004,11.93040568
Canada,2005,12.2331895
Canada,2006,11.36460641
Canada,2007,11.55792545
Canada,2008,11.72889964
Canada,2009,12.18009368
Canada,2010,12.23744926
Canada,2011,11.43017698
Canada,2012,11.91097556
Canada,2013,12.16875268
Chile,1985,6.39788673
Chile,1986,5.982601059
Chile,1987,6.182531894
Chile,1988,6.164868212
Chile,1989,6.30379967
Chile,1990,6.345546161
Chile,1991,6.62960155
Chile,1992,5.426804124
Chile,1993,6.013131379
Chile,1994,6.394392732
Chile,1995,7.210619801
Chile,1996,6.986619291
Chile,1997,6.821819327
Chile,1998,7.612260539
Chile,1999,7.574279232
Chile,2000,10.56400529
Chile,2001,11.49255389
Chile,2002,11.18410587
Chile,2003,11.38823712
Chile,2004,11.79390134
Chile,2005,11.29346119
Chile,2006,11.9098203
Chile,2007,12.12166134
Chile,2008,13.54466734
Chile,2009,13.78323577
Chile,2010,12.70326897
Chile,2011,12.73978785
Chile,2012,11.45239013
Chile,2013,10.70049188
Chile,2014,10.90397088
Chile,2015,11.09519807
Colombia,1985,3.99562517
Colombia,1986,3.744293665
Colombia,1987,3.395284845
Colombia,1988,3.183301517
Colombia,1989,2.837162347
Colombia,1990,2.889982895
Colombia,1991,3.30236111
Colombia,1992,3.667011082
Colombia,1993,3.587701953
Colombia,1994,3.880212213
Colombia,1995,3.475275785
Colombia,1996,3.587150063
Colombia,1997,3.6168972
Colombia,1998,5.865029047
Colombia,1999,6.014694378
Colombia,2000,6.504407357
Colombia,2001,6.539345005
Colombia,2002,6.347677252
Colombia,2003,5.964066356
Colombia,2004,5.812761322
Colombia,2005,5.365969593
Colombia,2006,5.482429079
Colombia,2007,5.415242321
Colombia,2008,5.43330231
Colombia,2009,5.427624795
Colombia,2010,5.017968591
Colombia,2011,4.805080973
Colombia,2012,4.92151313
Colombia,2013,4.748968558
Colombia,2014,4.829425421
Colombia,2015,5.241577025
Costa Rica,1985,5.723996065
Costa Rica,1986,5.713288848
Costa Rica,1987,4.956887574
Costa Rica,1988,5.597923089
Costa Rica,1989,6.533646322
Costa Rica,1990,5.974579496
Costa Rica,1991,4.622781065
Costa Rica,1992,5.362798733
Costa Rica,1993,5.746925045
Costa Rica,1994,5.530709092
Costa Rica,1995,6.666241388
Costa Rica,1996,6.546704314
Costa Rica,1997,5.701986151
Costa Rica,1998,6.625613612
Costa Rica,1999,6.753773925
Costa Rica,2000,6.767813863
Costa Rica,2001,5.489554598
Costa Rica,2002,7.472070758
Costa Rica,2003,8.39581105
Costa Rica,2004,8.505945132
Costa Rica,2005,6.997511767
Costa Rica,2006,8.851983704
Costa Rica,2007,6.724378437
Costa Rica,2008,6.408743786
Costa Rica,2009,6.733747386
Costa Rica,2010,7.431900729
Costa Rica,2011,7.460723775
Costa Rica,2012,7.039282459
Costa Rica,2013,7.153982456
Costa Rica,2014,6.085827425
Croatia,1995,20.65637924
Croatia,1996,23.71588324
Croatia,1997,22.02509837
Croatia,1998,24.33832399
Croatia,1999,23.08697885
Croatia,2000,22.486644
Croatia,2001,21.07336377
Croatia,2002,20.72416001
Croatia,2003,20.47046573
Croatia,2004,20.59296387
Croatia,2005,20.6332812
Croatia,2006,18.79598937
Croatia,2007,18.31781047
Croatia,2008,18.76664119
Croatia,2009,18.73791819
Croatia,2010,18.45877331
Croatia,2011,16.75806016
Croatia,2012,19.14019105
Croatia,2013,17.10983699
Croatia,2014,17.91362358
Croatia,2015,18.46729452
Croatia,2016,19.14751238
Cuba,1992,23.1856872
Cuba,1993,23.73003339
Cuba,1994,22.57837511
Cuba,1995,21.85201212
Cuba,1996,19.66489611
Cuba,1997,19.77488019
Cuba,1998,19.94571583
Cuba,1999,19.80668865
Cuba,2000,17.7451468
Cuba,2001,15.83372215
Cuba,2002,15.32528295
Cuba,2003,14.23406578
Cuba,2004,14.32122904
Cuba,2005,13.15887881
Cuba,2006,12.91577581
Cuba,2007,12.24009351
Cuba,2008,12.87660324
Cuba,2009,13.79312921
Cuba,2010,14.52565802
Cuba,2011,14.22585749
Cuba,2012,13.88046183
Cuba,2013,13.88903045
Cuba,2014,13.43701816
Cuba,2015,13.94932159
Cyprus,1999,0.116722479
Cyprus,2000,0.799790683
Cyprus,2004,1.013587869
Cyprus,2005,2.424197484
Cyprus,2006,2.663205434
Cyprus,2007,2.607862568
Cyprus,2008,5.488371346
Cyprus,2009,4.171152828
Cyprus,2010,4.82796561
Cyprus,2011,3.746160186
Cyprus,2012,4.420947925
Cyprus,2013,5.534946422
Cyprus,2014,5.467074544
Cyprus,2015,5.024892059
Cyprus,2016,5.060842574
Czech Republic,1990,20.56452028
Czech Republic,1991,19.69485389
Czech Republic,1992,20.56414547
Czech Republic,1993,19.75596183
Czech Republic,1994,19.25193085
Czech Republic,1995,17.78475622
Czech Republic,1996,16.05915669
Czech Republic,1997,17.02310278
Czech Republic,1998,16.44525555
Czech Republic,1999,16.39642273
Czech Republic,2000,16.79270189
Czech Republic,2001,16.49711636
Czech Republic,2002,15.72935986
Czech Republic,2003,17.63339163
Czech Republic,2004,16.24148284
Czech Republic,2005,16.0319894
Czech Republic,2006,14.31446152
Czech Republic,2007,14.04520846
Czech Republic,2008,13.92986419
Czech Republic,2009,14.73221334
Czech Republic,2010,15.10265229
Czech Republic,2011,16.05036301
Czech Republic,2012,16.70844281
Czech Republic,2013,15.87033224
Czech Republic,2014,14.94510709
Czech Republic,2015,13.88482205
Czech Republic,2016,14.75933438
Denmark,1994,20.49272806
Denmark,1995,18.8991839
Denmark,1996,18.1400362
Denmark,1997,16.54750572
Denmark,1998,15.39423775
Denmark,1999,15.31288935
Denmark,2000,14.56404881
Denmark,2001,14.48654176
Denmark,2002,13.64748468
Denmark,2003,12.5178399
Denmark,2004,13.02995292
Denmark,2005,12.39721705
Denmark,2006,12.7190116
Denmark,2007,11.31891461
Denmark,2008,11.68033085
Denmark,2009,11.97814662
Denmark,2010,10.79001914
Denmark,2011,11.23156279
Denmark,2012,12.5414118
Denmark,2013,11.51008982
Denmark,2014,11.78086615
Denmark,2015,10.47731216
Dominica,1985,0
Ecuador,1985,5.129342974
Ecuador,1986,4.783474807
Ecuador,1987,4.666858128
Ecuador,1988,5.42289252
Ecuador,1989,5.024118684
Ecuador,1990,5.090369396
Ecuador,1991,5.433527283
Ecuador,1992,5.457597976
Ecuador,1993,6.049439094
Ecuador,1994,5.264643446
Ecuador,1995,5.481617856
Ecuador,1996,5.816092982
Ecuador,1997,5.552479902
Ecuador,1998,5.123659426
Ecuador,1999,5.660056805
Ecuador,2000,4.806747593
Ecuador,2001,5.155217963
Ecuador,2002,4.996203059
Ecuador,2003,5.734431105
Ecuador,2004,6.594880022
Ecuador,2005,7.718346329
Ecuador,2006,7.229279159
Ecuador,2007,7.927521784
Ecuador,2008,7.19202386
Ecuador,2009,7.34187494
Ecuador,2010,6.826201687
Ecuador,2011,6.758172917
Ecuador,2012,7.064344379
Ecuador,2013,4.809808708
Ecuador,2014,5.134610387
Ecuador,2015,7.382676676
El Salvador,1990,12.65920446
El Salvador,1991,10.35616241
El Salvador,1992,9.125359352
El Salvador,1993,9.032230578
El Salvador,1995,12.81946044
El Salvador,1996,11.0375479
El Salvador,1997,11.65820958
El Salvador,1998,10.22703621
El Salvador,1999,10.17231909
El Salvador,2000,9.007092157
El Salvador,2001,9.932186739
El Salvador,2002,8.335790097
El Salvador,2003,9.974369467
El Salvador,2004,8.700266446
El Salvador,2005,8.459011627
El Salvador,2006,7.570393609
El Salvador,2007,9.162632335
El Salvador,2008,8.910246001
El Salvador,2009,9.151894316
El Salvador,2010,7.175674356
El Salvador,2011,8.682754528
El Salvador,2012,9.112228664
El Salvador,2013,8.555393522
El Salvador,2014,6.776293996
Estonia,1995,43.7842894
Estonia,1996,40.6049164
Estonia,1997,39.21173888
Estonia,1998,36.08936544
Estonia,1999,35.63819013
Estonia,2000,28.25716267
Estonia,2001,30.25022442
Estonia,2002,28.17671586
Estonia,2003,26.1635913
Estonia,2004,24.89114939
Estonia,2005,21.18750946
Estonia,2006,19.31324599
Estonia,2007,19.75732339
Estonia,2008,19.14549389
Estonia,2009,21.36599392
Estonia,2010,17.77990392
Estonia,2011,17.44799816
Estonia,2012,18.93529323
Estonia,2013,17.53685958
Estonia,2014,19.40649933
Estonia,2015,15.68217459
Fiji,2001,5.003759769
Fiji,2002,5.80762652
Fiji,2003,1.378186885
Fiji,2004,3.294856729
Fiji,2005,3.00297431
Fiji,2006,3.253094845
Fiji,2007,1.744837629
Fiji,2008,4.909388609
Fiji,2009,3.410269897
Fiji,2011,4.89485718
Fiji,2012,4.087163879
Finland,1987,29.5398886
Finland,1988,30.25725138
Finland,1989,30.35902284
Finland,1990,32.34155419
Finland,1991,31.77609875
Finland,1992,30.73566481
Finland,1993,29.46635731
Finland,1994,29.12886425
Finland,1995,29.02976178
Finland,1996,25.967265
Finland,1997,27.40918892
Finland,1998,25.34742799
Finland,1999,24.81366622
Finland,2000,23.8640507
Finland,2001,24.57652946
Finland,2002,22.27595576
Finland,2003,21.80591076
Finland,2004,21.5177061
Finland,2005,20.03311712
Finland,2006,21.32641463
Finland,2007,19.90456611
Finland,2008,20.57729573
Finland,2009,20.50644981
Finland,2010,18.84074515
Finland,2011,17.93162976
Finland,2012,17.08264439
Finland,2013,17.27215602
Finland,2014,15.29086362
Finland,2015,14.10707521
France,1985,24.32924764
France,1986,24.2633275
France,1987,23.43123805
France,1988,22.23836986
France,1989,22.34923566
France,1990,21.53423136
France,1991,21.58666289
France,1992,21.71484625
France,1993,22.70999937
France,1994,22.19657825
France,1995,21.67490395
France,1996,20.5852722
France,1997,20.23598659
France,1998,19.05547506
France,1999,18.65437329
France,2000,19.62993741
France,2001,18.82320405
France,2002,19.0272667
France,2003,19.28836491
France,2004,19.01646572
France,2005,18.7419021
France,2006,18.02524804
France,2007,17.41021212
France,2008,17.70259023
France,2009,17.86433576
France,2010,17.57476
France,2011,17.53823003
France,2012,16.33677411
France,2013,16.0240176
France,2014,14.73390201
Georgia,1990,3.930691481
Georgia,1991,3.467136922
Georgia,1992,4.089241686
Georgia,1994,2.721901348
Georgia,1995,3.128648673
Georgia,1996,3.75839549
Georgia,1997,4.150356082
Georgia,1998,3.516065807
Georgia,1999,4.513163393
Georgia,2000,3.120798925
Georgia,2001,2.414904792
Georgia,2004,4.278885534
Georgia,2005,2.105517909
Georgia,2006,1.728069123
Georgia,2007,2.503068666
Georgia,2009,4.520589119
Georgia,2010,2.670608994
Georgia,2011,2.355684576
Georgia,2012,2.475659978
Georgia,2013,3.744693031
Georgia,2014,5.58981156
Georgia,2015,5.551700208
Germany,1990,18.5755375
Germany,1991,18.55729914
Germany,1992,17.6772619
Germany,1993,16.5248576
Germany,1994,16.48190723
Germany,1995,16.61949128
Germany,1996,15.69672263
Germany,1997,15.6991542
Germany,1998,14.92741872
Germany,1999,14.28183852
Germany,2000,14.15223366
Germany,2001,14.23971488
Germany,2002,14.21272293
Germany,2003,14.16391729
Germany,2004,13.6286674
Germany,2005,13.02452336
Germany,2006,12.40025973
Germany,2007,11.9439044
Germany,2008,12.02474527
Germany,2009,12.21054264
Germany,2010,12.80168403
Germany,2011,12.95502401
Germany,2012,12.60506637
Germany,2013,13.05923512
Germany,2014,13.17432353
Germany,2015,12.9107093
Greece,1985,4.366388512
Greece,1986,4.210413542
Greece,1987,4.367556512
Greece,1988,4.264550265
Greece,1989,4.019942272
Greece,1990,3.62899033
Greece,1991,3.919291804
Greece,1992,3.569193286
Greece,1993,4.148874089
Greece,1994,3.54329184
Greece,1995,3.66277449
Greece,1996,3.49757562
Greece,1997,3.649205576
Greece,1998,3.908587545
Greece,1999,3.676767548
Greece,2000,3.671996862
Greece,2001,3.198765238
Greece,2002,3.081459772
Greece,2003,3.566108278
Greece,2004,3.346831271
Greece,2005,3.779712319
Greece,2006,3.710368625
Greece,2007,3.078774096
Greece,2008,3.490312231
Greece,2009,3.647518037
Greece,2010,3.511751419
Greece,2011,4.446008677
Greece,2012,4.819824889
Greece,2013,5.109627391
Greece,2014,5.442873097
Greece,2015,5.120369333
Grenada,1985,1.171303075
Grenada,1988,4.581901489
Grenada,1989,4.88967667
Grenada,1990,2.43902439
Grenada,1991,0
Grenada,1992,0
Grenada,1993,3.516833912
Grenada,1994,4.595799439
Grenada,1995,1.130799588
Grenada,1996,1.113933075
Grenada,2001,0
Grenada,2002,0
Grenada,2003,4.321194378
Grenada,2004,1.072938349
Grenada,2005,6.404440412
Grenada,2006,1.062405711
Grenada,2007,3.177360249
Grenada,2008,0
Grenada,2009,0
Grenada,2010,0
Grenada,2011,1.051502597
Grenada,2012,2.095864859
Grenada,2013,0
Grenada,2014,0
Grenada,2015,0
Grenada,2016,0
Guatemala,1986,2.931751709
Guatemala,1987,3.390192917
Guatemala,1988,2.383536829
Guatemala,1989,2.028530751
Guatemala,1990,2.056222859
Guatemala,1991,1.979528377
Guatemala,1992,2.14382939
Guatemala,1993,1.998798783
Guatemala,1994,1.681684584
Guatemala,1995,2.441702332
Guatemala,1996,1.7775612
Guatemala,1997,1.979167876
Guatemala,1998,2.167459659
Guatemala,1999,2.45987823
Guatemala,2000,1.865598014
Guatemala,2001,2.016955003
Guatemala,2002,2.510419701
Guatemala,2003,2.399701033
Guatemala,2004,2.311004226
Guatemala,2005,2.14319689
Guatemala,2006,2.614692431
Guatemala,2007,2.792867375
Guatemala,2008,4.088794998
Guatemala,2009,4.134322604
Guatemala,2010,2.775554399
Guatemala,2011,2.757859477
Guatemala,2012,3.149505921
Guatemala,2013,3.335317909
Guatemala,2014,3.670990357
Guatemala,2015,3.464625091
Guyana,1988,8.551002147
Guyana,1989,14.37080342
Guyana,1990,13.62051709
Guyana,1991,16.03983991
Guyana,1992,11.87733454
Guyana,1993,10.92844751
Guyana,1994,13.0188228
Guyana,1995,14.9618699
Guyana,1996,9.10404098
Guyana,1997,6.082873063
Guyana,1998,5.3265235
Guyana,1999,24.80619211
Guyana,2001,29.82923144
Guyana,2002,26.5524509
Guyana,2003,29.78765016
Guyana,2004,27.91501828
Guyana,2005,25.31042715
Guyana,2006,30.07145336
Guyana,2007,27.66197958
Guyana,2008,25.10261441
Guyana,2009,23.27819684
Guyana,2010,30.51389871
Guyana,2011,28.43252385
Guyana,2012,30.32283516
Guyana,2013,30.70772533
Hungary,1991,40.92125185
Hungary,1992,41.00479797
Hungary,1993,37.89533379
Hungary,1994,37.21453755
Hungary,1995,34.5682887
Hungary,1996,35.2871704
Hungary,1997,32.94385035
Hungary,1998,33.33548036
Hungary,1999,34.81605483
Hungary,2000,34.31288269
Hungary,2001,30.6864849
Hungary,2002,29.32801552
Hungary,2003,29.00792984
Hungary,2004,28.47339015
Hungary,2005,27.25585946
Hungary,2006,25.65917813
Hungary,2007,25.59297887
Hungary,2008,25.91914566
Hungary,2009,25.80175005
Hungary,2010,26.16143254
Hungary,2011,25.48706895
Hungary,2012,24.84877842
Hungary,2013,22.17548739
Hungary,2014,20.45090148
Hungary,2015,19.89452282
Hungary,2016,20.98834736
Iceland,1985,14.53884598
Iceland,1986,16.64417454
Iceland,1987,15.95744681
Iceland,1988,15.27050611
Iceland,1989,9.482758621
Iceland,1990,17.14530647
Iceland,1991,15.68461212
Iceland,1992,11.76470588
Iceland,1993,10.81081081
Iceland,1994,10.30078286
Iceland,1995,11.03391908
Iceland,1996,13.38742394
Iceland,1997,13.2567921
Iceland,1998,11.89282189
Iceland,1999,12.1178954
Iceland,2000,19.25127925
Iceland,2001,13.64991014
Iceland,2002,11.25893678
Iceland,2003,9.689561361
Iceland,2004,12.88716733
Iceland,2005,12.00309898
Iceland,2006,11.30746045
Iceland,2007,12.77130392
